ProteinId	40C_0h_A	40C_0h_B	40C_0h_C	40C_0.5h_A	40C_0.5h_B	40C_0.5h_C	40C_1h_A	40C_1h_B	40C_1h_C	40C_2h_A	40C_2h_B	40C_2h_C	40C_4h_A	40C_4h_B	40C_4h_C	40C_8h_A	40C_8h_B	40C_8h_C	40C_16h_A	40C_16h_B	40C_16h_C	40C_24h_A	40C_24h_B	40C_24h_C	Synonym	MapMan	MapManDescription	GO	GODescription	Localization
Cre-1.g2716979.t1.p1	9498314690	10454931823	10271320283	9442354042	10561859008	10211655166	10082267011	9330766715	10228842410	10398933501	10558792858	10603358867	10644179779	10545627642	10902169397	7855252084	9203908820	9198724326	8015991205	8459937027	8424840587	5775359241	7237204768	7319754293	tufA	GMM:29.2.4	protein.synthesis.elongation			Chloroplast
Cre-1.g2716983.t1.p1	2252385869	2365954512	2364233122	2395378421	2238821732	2185392869	2056626085	2085618889	1763625770	2012228062	1993867721	1972140873	1821718941	2033136091	1964238862	2203436770	1565395715	1900960599	1554701481	1494103417	1162629856	1142404944	1138052393	1075647327	atpF	GMM:1.1.4	PS.lightreaction.ATP synthase			Chloroplast
Cre-1.g2716987.t1.p1	4863575298	4297611713	4014179282	4092897002	4815777713	3816223332	3560630689	3673825384	3777828562	4046903377	3793083151	4529144009	4949093958	5171717093	5524536749	5946454359	5894919644	5989788188	6347600155	6134067174	6505985974	6391225036	5970110915	7113218703	psbA	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits			Chloroplast
Cre-1.g2716989.t1.p1	2931118736	2934599665	2984171252	3226900241	3160437383	3370097517	2932891345	2930812944	3226325294	3154110014	3157293799	3287425682	3182217342	3111425754	3126482492	3724090633	3400535030	4012235299	3278251526	3361432282	3221659700	3148452135	3052944739	2649889021	petA	GMM:1.1.3	PS.lightreaction.cytochrome b6/f			Chloroplast
Cre-1.g2716990.t1.p1	4166623751	4231740032	4519716458	4917432206	4439648248	3816223332	4626887038	4474355148	4587079329	4785168555	4749964639	4361828318	4990197315	5584929459	4977956939	6269201347	5140290090	5028366133	7089616771	5325131658	5158448497	6611193320	5371337811	5174942447	psbE	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits			Chloroplast
Cre-1.g2716994.t1.p1	294632031	483869277	250771364.8	520056194.9	481276589.7	355653398.9	289313598.4	433586371.3	270389363.7	517179924.1	455340509.3	392374953.3	546969862.9	355224595.6	284617329.1	526677886.3	502043603.2	509527545.3	432340297.7	515065537.1	429049583.6	646159672.6	412994860.2	386624651.1	psbF	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits			Chloroplast
Cre-1.g2716995.t1.p1	409166026.5	543070546.3	863040157.2	378571497.4	279053287.7	188530740.5	642128082.5	734636896.8	572391181.5	256109240.3	183612653.2	215859083.9	600778925.9	934456858	759978053.5	225583901.6	204631736	211281412.7	481407217.7	564646282.5	353088776.5	504224512.9	339173613	316651889.2	psbL					Chloroplast
Cre-1.g2716997.t1.p1	1295847141	1362903528	1274787725	1152104406	1273998107	1311477726	1245375116	1122926686	1194975707	1184390758	1131002729	1225205186	1019987747	1135768272	1139334406	879637382.7	881076064.1	936091406.7	806926211.8	823835694.8	847070674.8	690766244.2	763448662.8	782458213	rps3	GMM:29.2.1.1.1.1.3	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S3			Chloroplast
Cre-1.g2717000.t1.p1	8767942889	8626151645	8473819261	7720095970	8211368411	7946400843	8017623962	7691255195	8232799632	7986233449	7977714713	9199305003	8978585467	11098123804	10041090668	11349535561	10185195927	10822655164	11564508325	11176095435	12210705592	12603342769	10106692974	13379516817	psaA	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits			Chloroplast
Cre-1.g2717002.t1.p1	20205328567	18004564398	18717178417	20159250070	19386826980	18144745766	18434626718	17287329941	17605081710	19105105628	18657450031	19556277317	22202625384	24445381071	23874790010	26102250963	23782729965	25851592338	29544452930	26676126640	25833470496	27769577106	27855335213	30070252108	psbB	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits			Chloroplast
Cre-1.g2717004.t1.p1	37934309.15	30387789.3	45052565.61	52061741.49	38190605.01	46636110.69	88217365.37	41262521.6	45814676.51	49017328.03	29201379.79	40988412.54	52748550.93	54442879.01	40166809.43	17261923.74	41012661.82	28132899.98	35199381	40476816.48	21225493.61	22992345.93	27795219.51	40695406.97	rpoA					Chloroplast
Cre-1.g2717005.t1.p1;REV__Cre24.g755297.t1.1;Cre01.g027764.t1.2;REV__Cre07.g352400.t1.2	234614824.8	244951496.4	178527801.5	142630044.4	152119868.5	107430557.1	230295557.2	165697022.4	170897238.5	240359102.2	211346388.3	185366563.7	161041135.2	139430886.8	112743724.3	149424087.1	122406594.3	97371942.67	124233163.6	153219500.4	101849673.7	134670985.2	111089668	68636306.24	rps2;	GMM:29.2.1.1.1.1.2;GMM:34.99;GMM:34.16	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S2;transport.misc;transport.ABC transporters and multidrug resistance systems	;GO:0055085;GO:0016020;GO:0015297;GO:0015238;GO:0006855	;transmembrane transport;membrane;antiporter activity;drug transmembrane transporter activity;drug transmembrane transport	Chloroplast;Chloroplast
Cre-1.g2717006.t1.p1	389206708.1	345408522.8	341253571.8	309449814.4	345061425.7	396077442.6	336910210	275558325.5	352647214	318859419.8	260463836.4	342564679	253580460.6	278669423.9	351224944	177207164.8	216101952.4	264170777.6	142374943.9	174440238.9	193833484.7	191320196.1	213939339.2	187294950.6	rps2	GMM:29.2.1.1.1.1.2	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S2			Chloroplast
Cre-1.g2717008.t1.p1	97322564.68	59226997.24	85696859.82	71986195.45	82107892.16	52827700.35	74475408.73	54781770.58	94439868.55	81993196.82	78193002.85	86032592.36	76738377.51	60177162.34	95141670.41	107107601.8	82452682.76	74768018.35	99511414.08	72664807.67	60610326.86	72234270.28	77455970.25	92521295.32	ycf3	GMM:1.1.2.3	PS.lightreaction.photosystem I.biogenesis			Chloroplast
Cre-1.g2717009.t1.p1	64243475.77	60337157.53	50502652.17	72857804.41	67953516.03	46243860.08	69035952.86	61077614.78	57662492.44	76557057.96	83851189.65	61315303.11	120936976	115895169.5	76106209.52	72569342.53	82605024.07	91801286.35	61683671.34	67387619.31	80062366.59	32726542.88	39219275.5	59742278.41	ycf4	GMM:1.1.2.3	PS.lightreaction.photosystem I.biogenesis			Chloroplast
Cre-1.g2717010.t1.p1	605045848.6	598238576.1	668878091.3	678182782.3	540192341.4	696888919.8	675456759.4	577497502.1	685326206.3	589408449.4	605632271.5	691341444.5	545879829.2	589280209	634469383.4	464896909.2	497907726.6	545896779.2	487206329.7	481516102.1	449869728.2	461036725.4	389186970	485736800.4	rps9	GMM:29.2.1.1.1.1.9	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S9			Chloroplast
Cre-1.g2717015.t1.p1	362690985.7	392430268.1	283262194.3	273634818.1	235060643.6	320032211.8	347453068.1	233132604.4	258347637.4	260626693.5	292853528.7	252144309.1	237536526	281203913.8	283049027.1	270683732.4	267363792.1	237358634.7	254999094.3	284353090.5	234257547.6	179288907	246360358.2	264398800.5	clpP	GMM:29.5.5	protein.degradation.serine protease			Chloroplast
Cre-1.g2717017.t1.p1	1841247119	1279777156	2019991704	1505672981	1268437831	2098457440	1616791222	2484277142	1901189827	1287626429	1490127789	1852005586	1411480189	1486636713	1119885131	1688454048	1583052357	1805873837	1726382170	1603811992	1454214951	1343191267	1448062840	1480157877	petB	GMM:1.1.3	PS.lightreaction.cytochrome b6/f			Chloroplast
Cre-1.g2717021.t1.p1	477190168.5	306308742.5	525781032.2	284378171.7	339860251.4	460999778.5	683517653	251823057.2	341026363.6	329909540.5	353235005.5	255560519.8	240988299.7	202510266.3	397641122.2	426054273.8	390269378.5	383416548.7	420368191.8	241791450.6	221116119.7	305867147.8	649177008.5	421025086	petD	GMM:1.1.3	PS.lightreaction.cytochrome b6/f			Chloroplast
Cre-1.g2717030.t1.p1	3473965778	2421842346	3157370461	2466046323	3579311465	4029559525	1939556431	2211043073	3591396140	4238626766	3617952186	3550412747	3393752021	2383212504	2701058333	3192582135	4066305609	3617847946	3004479492	3012479707	3845851758	6392927577	3870310966	5508890133	psbH	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits			Chloroplast
Cre-1.g2717034.t1.p1	40794757971	43396089791	40653880886	39679396592	40674573121	39876741465	39754262634	37637966179	33712936486	37291717416	37746837420	35425493459	40073501977	37013735292	38116901143	31444172670	32043927603	31291484680	26817521637	23891956125	22224989000	20445246154	19209039163	18246609032	atpB	GMM:1.1.4	PS.lightreaction.ATP synthase			Chloroplast
Cre-1.g2717038.t1.p1	3521195096	3795272321	3347106680	3426305129	3346243254	2952919152	3473761931	3213686788	3301147670	3860818911	3994242550	3884257788	3907771071	4017619028	3606392209	4327352071	4058628808	4302530729	5692435357	4855896188	4799764818	5144170578	4619062377	5341002048	psaB	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits			Chloroplast
Cre-1.g2717040.t1.p1	35062256068	37143163502	27747024661	36365908128	36480040347	29605515984	32700431620	31628101972	31554778559	31268913655	29939429436	28475994742	29807881844	31701489787	28092248101	31966782673	29029823551	26655278818	33327362067	25744865462	25699479466	31587808831	23568463904	28443732391	rbcL	GMM:1.3.1	PS.calvin cycle.rubisco large subunit			Chloroplast
Cre-1.g2717041.t1.p1	31756203858	32362854529	31194232176	32414461464	32972433267	30352006499	31037735036	30282817808	29158903706	30419821948	30246834205	30179731541	28322710830	28776643221	27670387344	25041493903	23628234342	21979372780	20357580544	17469258067	18518590983	15427290608	15006122538	14432557431	atpA	GMM:1.1.4	PS.lightreaction.ATP synthase			Chloroplast
Cre-1.g2717044.t1.p1	237144552.4	62371908.79	194050221.4	119356596.2	24357481.53	75114444.62	117388135.9	21013638.55	114828966.2	129630169.5	26845187.27	173632622.6	113897174.6	194366433.3	174790590.7	17842188	49509609.82	116699150.1	48766486.42	73286048.99	43289409.54	21676750.74	21185272.86	24195125.43	atpH					Chloroplast
Cre-1.g2717046.t1.p1	4410081018	2515495165	3102566652	3256106586	2236852468	1303100650	2450226121	1474457150	2022776189	2116765024	1891661245	3200928275	2288276104	2686219820	3046593329	2451464652	5143072931	2787049151	3576703502	3542757846	3325142003	2803630851	4206751592	3700020684	psaC	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits			Chloroplast
Cre-1.g2717054.t1.p1	100440628	139893219	108073750.3	117558401.6	82668553.26	115240636.8	127096351.1	107087601.8	73011051.63	70134107.53	106335124.1	127832682.6	56579565.45	109462807.1	106733070.6	43862516.31	96092041.23	135735868.4	124811726.2	48880998	52503373.75	108584653.5	60654668.53	65475522.13	rpl23	GMM:29.2.1.1.1.2.23	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L23			Chloroplast
Cre-1.g2717055.t1.p1	1041017704	967944742	1409879913	1132518974	1132350090	800345803.6	1073394743	1249743282	903402258.3	1054348513	1194503130	1147794376	1060693696	1094073651	1014213034	816302700.2	908962044.2	790304615.9	932092627.8	831429979.5	708472415.2	668769415.8	575151779.1	610589019.1	rpl2	GMM:29.2.1.1.1.2.2	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L2			Chloroplast
Cre-1.g2717056.t1.p1	378577210.6	298918525.9	331235499.4	312782773.8	253513807.6	280231794.8	283932347.9	289396758.2	204685964.2	255985426	270673264.8	266342115.8	286928681.3	336068830.6	282796140.5	251290663.9	225333305.8	227869324.5	206906923.3	202233879	201285447.4	213055968.2	205616424.2	183795896.9	rps19	GMM:29.2.1.1.1.1.19	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S19			Chloroplast
Cre-1.g2717057.t1.p1	103658487.8	103702861.7	86895193.84	97770243.95	97082408.91	79972217.68	79862150.3	62286871.01	59193073.34	88924734.75	74802575.07	83668329.91	69761025.93	74886255.32	101920179.6	66636084.61	61348196.8	69304886.88	83547672.39	58271715.55	74130021.74	60048617.54	81086751.25	70527125.02	rpl16					Chloroplast
Cre-1.g2717058.t1.p1	443665476.2	423814271.6	378785393.1	434727853.9	410684259.6	408615132.4	382903428.5	438674030.4	438747505.2	405026504.3	490232072.5	449271025.3	355475909.2	409851904	447114928.8	322266752.1	317742799.6	528438385	290103951.7	323790499.3	321877374	270386195.5	257543951.4	251383318.2	rpl14	GMM:29.2.1.1.1.2.14	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L14			Chloroplast
Cre-1.g2717059.t1.p1	850754341	908801305.2	883172168.7	802704892.8	824241328.2	800531960.8	759975338.7	704346231.1	747397602.9	706719740.5	827625635.2	764139059.9	634785708.7	803603008.5	775706525.9	547398666.7	583273755.4	710362018.5	535514281.7	523933546.7	542364766.6	381913974.7	436636914.1	476419842.8	rpl5	GMM:29.2.1.1.1.2.5	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L5			Chloroplast
Cre10.g417700.t1.2	2729320744	2714520968	2389318247	2313486121	2431346268	1904667757	2374888614	2133282221	2026907008	2183998339	1974458587	2092276160	1839659080	1857305856	1898718254	2016568382	1498127745	1673798132	1899546353	1682037931	1532548168	1399829128	1589127440	1467275375	RPL3	GMM:29.2.1.2.2.3	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L3	GO:0006412;GO:0005840;GO:0005622;GO:0003735	translation;ribosome;intracellular;structural constituent of ribosome	Chloroplast
Cre10.g418100.t1.1	86493474.05	89453091.64	71693927.42	88093208.33	86557508.71	84794620.87	99522384.28	54235516.66	98430395.3	47317072.25	64935330.75	73442414.27	70352596.34	73217339	128064051.8	67424913.7	83254908.48	67419612.69	77264401.92	62366861.48	86521099.88	66043831.56	75660791.07	71661616.29	POA3	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	GO:0051603;GO:0019773;GO:0006511;GO:0005839;GO:0004298;GO:0004175	proteolysis involved in cellular protein catabolic process;proteasome core complex, alpha-subunit complex;ubiquitin-dependent protein catabolic process;proteasome core complex;threonine-type endopeptidase activity;endopeptidase activity	
Cre10.g418450.t1.2	211650004.4	176475333.8	189304818.7	194926582	183882941.9	240301067.7	235742700.5	127105789.6	257170743.8	151578593.7	157819813.3	87572071.46	229406690.8	231849249.5	179514971.4	246558924.7	196890757.5	159217069.7	286085032.2	151453108.2	175188117.6	249365490.5	139095292.5	220781143.5						Secretory pathway
Cre10.g419950.t1.1	91129373.86	61817371.25	86128260.07	76750838.39	82786709.12	92631840.5	90738865.6	82881714.88	90722131.71	75676518.41	62772278.21	82161178.13	59666859.02	93200207.55	74490034.52	63701921.99	62478605.76	63106037.38	87945557.13	126915878.2	81446962.66	78814023.34	88206315.81	88482007.72				GO:0005515	protein binding	
Cre10.g420350.t1.2	3055168220	3904552029	3261625521	2649645424	2980307628	4676455919	2518644878	2947950322	4252950654	3442562625	2858191203	5224705479	3388983123	3795285431	3530411293	2804155781	3594278299	3797273373	2897802803	3452635796	3309990710	2663227978	3711418952	3572193023	PSAE	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits	GO:0015979;GO:0009538;GO:0009522	photosynthesis;photosystem I reaction center;photosystem I	Chloroplast
Cre10.g420750.t1.2	582324717.5	602763862.9	671506437.3	760911185.9	1052143117	170780648.1	405021466.3	230304937	722215196.8	858439307.4	787337659.8	622859962.3	849408816.5	760211184.2	655022163.7	167249325.6	290192679.5	172027638.6	178504760.6	153279581.7	523904925.5	238843787.7	200392577.1	531025027	RPL30	GMM:29.2.1.2.2.30	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L30	GO:0006412;GO:0005840;GO:0005622;GO:0003735	translation;ribosome;intracellular;structural constituent of ribosome	
Cre10.g421600.t1.2	112726052.6	166817047.8	151046008.1	203585404.2	149571408.9	151885688.6	194504750.3	176643522.5	176752276.9	212348835.5	175579731.2	137146443.8	160552890.9	201797441.1	137501318.3	166119358	164465868.7	143917977.7	181121104.1	198352622.7	187195775.3	239956114.4	187042745.8	202080737.9	TST2	GMM:29.1.3	protein.aa activation.threonine-tRNA ligase	GO:0043039;GO:0016876;GO:0006418;GO:0005524;GO:0004812;GO:0000166	tRNA aminoacylation;ligase activity, forming aminoacyl-tRNA and related compounds;tRNA aminoacylation for protein translation;ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	Secretory pathway
Cre10.g422300.t1.2	70002667.46	78024843.33	102385658.2	80115867.46	103278640.8	111545415.6	122077511.4	135460261.3	149177113.5	211253583.1	260519932.2	238191141.6	218676670.9	239577180.7	271876039.2	194269675.2	235543451.3	237900881	174202628.6	201428788.7	179094471.5	205110777.4	206487065.3	244759219	PRX6	GMM:21.5	redox.peroxiredoxin	GO:0016491	oxidoreductase activity	Chloroplast
Cre10.g422600.t1.1	118247357.1	85125311.35	111620819	119894909.2	97599051.17	126977850.5	134860726.9	127180765.6	106645268.7	101943056.5	100810813.6	142345025.3	92223669.78	127154451.5	119638331.5	136439347.2	140485461.1	137469119.9	113545265.2	104910477	97465074.89	111510753.8	128595774.5	121677305.4	NUO6	GMM:9.1.2;GMM:9.1.1	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear;mitochondrial electron transport / ATP synthesis.NADH-DH (type I).complex I	GO:0051539	4 iron, 4 sulfur cluster binding	Mitochondrion
Cre10.g423250.t1.2	99630650.98	151038229.9	110502373.9	107481640	122024877.8	114254003.4	98493357.4	135395996.2	113566338.6	92325439.21	100606625	105876320.7	110289844.1	116405498.9	78155740.12	123437657.8	143815273.6	107190473.9	154404729.8	147920323.8	158542309	116817006.3	208197253.4	151905472	MDN2	GMM:8.2.9;GMM:8.1.9;GMM:6.3	TCA / organic transformation.other organic acid transformations.cyt MDH;TCA / organic transformation.TCA.malate DH;gluconeogenesis / glyoxylate cycle.malate dehydrogenase	GO:0055114;GO:0019752;GO:0016616;GO:0016491	oxidation-reduction process;carboxylic acid metabolic process;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;oxidoreductase activity	
Cre10.g423500.t1.2	247541964.7	253296689.5	266813062.8	206929817.1	206054540.1	254635174.9	231514575.2	225003060.8	261348326.5	288441766.7	195437630.5	226885318.9	204801449.3	221439737.5	185181929.3	152969360.4	174292174.1	209665341.6	154215921.5	170787291.9	180846661.9	161037668.6	195199824.4	168760770.9	HMO1	GMM:19.21	tetrapyrrole synthesis.heme oxygenase	GO:0055114;GO:0006788;GO:0004392	oxidation-reduction process;heme oxidation;heme oxygenase (decyclizing) activity	Chloroplast
Cre10.g423650.t1.2	530059153.6	541775585	451124823.1	560315137	559178365.2	371597766.1	430708700.9	583774066.8	327675245.8	497439780.5	547988267.8	733532957.3	581158318	561332932.3	568178620.8	433441436.8	482678872.3	443722083.6	357602918.6	415763054.8	378926631.5	312393554.6	293271333.9	290662481.1	PRPL11	GMM:29.2.1.1.4.2;GMM:29.2.1.1.1.2.11	protein.synthesis.ribosomal protein.prokaryotic.non-organellar.50S subunit;protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L11	GO:0006412;GO:0005840;GO:0003735	translation;ribosome;structural constituent of ribosome	Chloroplast
